# offset offset_z sigma_0 sigma_z logc Blambda corr_len A_0 A_1 A_2 A_3 A_4 A_5 A_6 A_7 A_8 A_9 A_10 A_inf
1.209190437761235581e-01 -1.808271490458374653e-01 1.772452901286662719e-01 1.703390800486077605e-01 -8.927938474966934379e-02 5.308299698689982193e-01 9.299826373230929422e-02 -1.250411283197125023e+00 -1.783173346918545121e-01 3.582782370305093167e-02 1.190368050338328487e+00 -2.472503044014018325e+00 3.581416871729947715e-01 1.338403329450312818e+00 -3.169535534384779751e-01 -8.026817320280290602e-01 2.037740949094372311e+00 1.610922762012963361e+00 -2.330000170784712221e+00
1.245043740922647801e-01 -1.994192047405204948e-01 1.776155583109435832e-01 1.602493617745364141e-01 -1.285686694738594760e-01 5.479414217556004552e-01 8.710688868351770808e-02 -4.601662038959331014e-01 -7.067815658447598182e-01 6.506595889949835509e-01 5.543970878042427941e-01 -1.807401349230777665e+00 3.331564810893192785e-01 1.492108685284202707e+00 -4.343078063012892898e-01 -1.098769413578200460e+00 3.024208540578717574e+00 1.652086724891551839e+00 -2.583074620546489619e+00
1.155192759458263940e-01 -1.694717176137861547e-01 1.748140384403554237e-01 1.603045058310019755e-01 -3.164485842850861541e-02 6.516958486768360537e-01 8.221324747495775687e-02 -3.254619090975712226e-01 -2.932415650805442198e-01 1.592343857819606967e-01 1.105499201936853026e+00 -1.578737907951008879e+00 2.351028385291362710e-01 1.432034549990058636e+00 3.653069259231536137e-01 -1.130655520862704488e+00 2.108911244126186801e+00 2.738078471564207916e+00 -2.993187103781155045e+00
1.155192759458263940e-01 -1.694717176137861547e-01 1.748140384403554237e-01 1.603045058310019755e-01 -3.164485842850861541e-02 6.516958486768360537e-01 8.221324747495775687e-02 -3.254619090975712226e-01 -2.932415650805442198e-01 1.592343857819606967e-01 1.105499201936853026e+00 -1.578737907951008879e+00 2.351028385291362710e-01 1.432034549990058636e+00 3.653069259231536137e-01 -1.130655520862704488e+00 2.108911244126186801e+00 2.738078471564207916e+00 -2.993187103781155045e+00
1.285967361804835618e-01 -1.873576730674270663e-01 1.815058068938238955e-01 1.413016111605022163e-01 -9.112681167492397982e-02 6.318907561588296140e-01 8.894390585818479078e-02 7.923696800630857240e-01 -1.105141436100105512e+00 1.482393205651971968e+00 7.248795110859953539e-01 -1.015288390517035122e+00 2.507312152028884356e-01 2.039003028462687439e+00 2.915288302915550744e-01 -8.389124445731379609e-01 2.932929219100777196e+00 2.140043133587945512e+00 -3.672149041728872909e+00
1.285967361804835618e-01 -1.873576730674270663e-01 1.815058068938238955e-01 1.413016111605022163e-01 -9.112681167492397982e-02 6.318907561588296140e-01 8.894390585818479078e-02 7.923696800630857240e-01 -1.105141436100105512e+00 1.482393205651971968e+00 7.248795110859953539e-01 -1.015288390517035122e+00 2.507312152028884356e-01 2.039003028462687439e+00 2.915288302915550744e-01 -8.389124445731379609e-01 2.932929219100777196e+00 2.140043133587945512e+00 -3.672149041728872909e+00
1.228678647798029655e-01 -1.873492248247194403e-01 1.800128496279253809e-01 1.678978390463432557e-01 -6.633878230457446179e-02 5.502635528792922948e-01 9.148820062006622622e-02 -1.571162912987507099e-01 -1.154940931959272277e+00 1.389657949709244278e-01 1.110787366077942373e+00 -2.115299378920698636e+00 -2.762765900253469908e-01 1.547331596403300757e+00 -2.561669203830332364e-01 -9.149287416998070910e-01 8.440711735892083567e-01 2.498600950678825150e+00 -2.151703890118875862e+00
1.228678647798029655e-01 -1.873492248247194403e-01 1.800128496279253809e-01 1.678978390463432557e-01 -6.633878230457446179e-02 5.502635528792922948e-01 9.148820062006622622e-02 -1.571162912987507099e-01 -1.154940931959272277e+00 1.389657949709244278e-01 1.110787366077942373e+00 -2.115299378920698636e+00 -2.762765900253469908e-01 1.547331596403300757e+00 -2.561669203830332364e-01 -9.149287416998070910e-01 8.440711735892083567e-01 2.498600950678825150e+00 -2.151703890118875862e+00
1.150684515515145723e-01 -1.818370235441079674e-01 1.773540675949541734e-01 1.593784626770123891e-01 -1.621676077458011900e-01 4.482966639045615764e-01 9.134409366635652672e-02 -1.542651977025624177e-01 -1.040467376209276651e+00 1.202772590043811540e+00 5.623969482677004805e-02 -9.477304817121972036e-01 -5.985270101792208308e-01 1.932839553969990298e+00 -1.447104634140128354e-01 -8.119195439845814377e-01 1.165857958990087262e+00 3.272068582299349160e+00 -2.708059604508160856e+00
1.150684515515145723e-01 -1.818370235441079674e-01 1.773540675949541734e-01 1.593784626770123891e-01 -1.621676077458011900e-01 4.482966639045615764e-01 9.134409366635652672e-02 -1.542651977025624177e-01 -1.040467376209276651e+00 1.202772590043811540e+00 5.623969482677004805e-02 -9.477304817121972036e-01 -5.985270101792208308e-01 1.932839553969990298e+00 -1.447104634140128354e-01 -8.119195439845814377e-01 1.165857958990087262e+00 3.272068582299349160e+00 -2.708059604508160856e+00
1.167871507370497330e-01 -1.635658726655692674e-01 1.753025139018647427e-01 1.766712992311874064e-01 -1.326613909785995249e-01 4.536810757060032451e-01 8.874286687943294671e-02 8.575600140242407576e-01 -3.655909439006670425e-01 1.193406294436232251e+00 1.344546546319474345e+00 -8.622278654978998702e-01 6.853320614110289810e-01 2.504535562093047396e+00 -1.576623673761377020e-01 2.805091650099731382e-01 2.498790476035459562e+00 2.732719873123759413e+00 -4.459481941291150164e+00
1.167871507370497330e-01 -1.635658726655692674e-01 1.753025139018647427e-01 1.766712992311874064e-01 -1.326613909785995249e-01 4.536810757060032451e-01 8.874286687943294671e-02 8.575600140242407576e-01 -3.655909439006670425e-01 1.193406294436232251e+00 1.344546546319474345e+00 -8.622278654978998702e-01 6.853320614110289810e-01 2.504535562093047396e+00 -1.576623673761377020e-01 2.805091650099731382e-01 2.498790476035459562e+00 2.732719873123759413e+00 -4.459481941291150164e+00
1.231564189323688940e-01 -1.750232738632859220e-01 1.759095671543054185e-01 1.675879240480120380e-01 -1.290720311699550260e-01 4.810610007586060277e-01 8.775855837774881874e-02 -2.041230989226097137e-01 -2.294102584185333527e-01 8.786831352432944442e-01 1.051265069436555066e+00 -1.222871741492978614e+00 5.471706660212856121e-01 1.746573532658506345e+00 3.087180552428536728e-01 -3.438698067095664612e-01 1.953333478803214618e+00 2.085945065958039635e+00 -3.672543858163147323e+00
1.231564189323688940e-01 -1.750232738632859220e-01 1.759095671543054185e-01 1.675879240480120380e-01 -1.290720311699550260e-01 4.810610007586060277e-01 8.775855837774881874e-02 -2.041230989226097137e-01 -2.294102584185333527e-01 8.786831352432944442e-01 1.051265069436555066e+00 -1.222871741492978614e+00 5.471706660212856121e-01 1.746573532658506345e+00 3.087180552428536728e-01 -3.438698067095664612e-01 1.953333478803214618e+00 2.085945065958039635e+00 -3.672543858163147323e+00
1.168923547405709418e-01 -1.807676154033758253e-01 1.756830996114706611e-01 1.709019469231917165e-01 -1.445552010457200609e-01 4.436552079017523909e-01 8.009980801168081754e-02 1.115370192240697556e+00 -9.550435038404891941e-02 1.551136216173871318e+00 1.095977574419634060e+00 -5.240419628487362758e-01 9.787427873257028565e-01 2.466052718324488247e+00 1.592652659313484875e-01 6.392224445118843690e-01 2.974732345134452061e+00 2.956178332824340060e+00 -4.796728198686950329e+00
1.271959213420464641e-01 -1.911044268280537861e-01 1.796682456190537569e-01 1.534399730565759734e-01 -1.613063464575207329e-01 4.832139742735570564e-01 8.010501199722694365e-02 1.217258072445373429e+00 -1.002757794404485647e+00 1.608586819122851175e+00 5.454653065974230941e-01 -6.322685739591484833e-01 3.551961839812705080e-01 2.295480282491071833e+00 -8.582574875213300203e-02 -2.469954814516039932e-01 3.702801695892635081e+00 1.531462873540183622e+00 -3.873068594904843565e+00
1.271959213420464641e-01 -1.911044268280537861e-01 1.796682456190537569e-01 1.534399730565759734e-01 -1.613063464575207329e-01 4.832139742735570564e-01 8.010501199722694365e-02 1.217258072445373429e+00 -1.002757794404485647e+00 1.608586819122851175e+00 5.454653065974230941e-01 -6.322685739591484833e-01 3.551961839812705080e-01 2.295480282491071833e+00 -8.582574875213300203e-02 -2.469954814516039932e-01 3.702801695892635081e+00 1.531462873540183622e+00 -3.873068594904843565e+00
1.144524691987310605e-01 -1.730007301007863707e-01 1.780147649203163707e-01 1.546826163329519943e-01 -1.300680527558757404e-01 4.991151807504041749e-01 8.677645689227012071e-02 -1.070147628785420579e-01 -8.490702864625268020e-01 2.564099580566239212e-01 1.060358581813942713e+00 -2.226519387562116314e+00 2.875334117470442763e-01 1.420010896174130011e+00 -4.292141035677730088e-01 -1.210390517776814612e+00 2.691560891684541268e+00 2.127310330685067363e+00 -2.498341284794474593e+00
1.144524691987310605e-01 -1.730007301007863707e-01 1.780147649203163707e-01 1.546826163329519943e-01 -1.300680527558757404e-01 4.991151807504041749e-01 8.677645689227012071e-02 -1.070147628785420579e-01 -8.490702864625268020e-01 2.564099580566239212e-01 1.060358581813942713e+00 -2.226519387562116314e+00 2.875334117470442763e-01 1.420010896174130011e+00 -4.292141035677730088e-01 -1.210390517776814612e+00 2.691560891684541268e+00 2.127310330685067363e+00 -2.498341284794474593e+00
1.177476772694529272e-01 -1.725676434743822485e-01 1.779856287766973244e-01 1.577120769182596138e-01 -6.143568357837247973e-02 5.907249093146504926e-01 9.282194481026950772e-02 3.274192809482778799e-01 -3.732961399293799332e-03 1.306314394688159908e+00 1.335506181374150891e+00 -6.837476519317835510e-01 3.333633726647686757e-01 2.751467404456846566e+00 8.950570796680779040e-02 -2.330981975650416871e-01 2.695718113760506185e+00 2.661243341775129778e+00 -4.717823869932916914e+00
1.177476772694529272e-01 -1.725676434743822485e-01 1.779856287766973244e-01 1.577120769182596138e-01 -6.143568357837247973e-02 5.907249093146504926e-01 9.282194481026950772e-02 3.274192809482778799e-01 -3.732961399293799332e-03 1.306314394688159908e+00 1.335506181374150891e+00 -6.837476519317835510e-01 3.333633726647686757e-01 2.751467404456846566e+00 8.950570796680779040e-02 -2.330981975650416871e-01 2.695718113760506185e+00 2.661243341775129778e+00 -4.717823869932916914e+00
1.160952757573278926e-01 -1.665515767308922701e-01 1.731403037556271673e-01 1.792307795645502466e-01 -1.697082705172622275e-01 5.394835436529334949e-01 8.740467714382181563e-02 2.983706820335267906e-01 -1.545690170391027962e+00 1.296575780926202626e+00 5.009192205839694267e-01 -1.856284465107604476e+00 3.670537630803885065e-01 1.846902475797636001e+00 -5.693960631526531202e-01 -2.768161580643262454e-01 1.467195637281706766e+00 2.122651878666782288e+00 -2.878518448969270782e+00
1.160952757573278926e-01 -1.665515767308922701e-01 1.731403037556271673e-01 1.792307795645502466e-01 -1.697082705172622275e-01 5.394835436529334949e-01 8.740467714382181563e-02 2.983706820335267906e-01 -1.545690170391027962e+00 1.296575780926202626e+00 5.009192205839694267e-01 -1.856284465107604476e+00 3.670537630803885065e-01 1.846902475797636001e+00 -5.693960631526531202e-01 -2.768161580643262454e-01 1.467195637281706766e+00 2.122651878666782288e+00 -2.878518448969270782e+00
1.169206890892194595e-01 -1.746212891159509839e-01 1.697253493641390221e-01 1.834986079709963747e-01 -1.337901404638079939e-01 5.545338342408405730e-01 8.230486871596495724e-02 2.279253198502750877e-03 9.190816112710820107e-02 8.704003103754667237e-01 1.059067914388630349e+00 -8.343512926996137224e-01 5.764256709453041694e-01 2.073577696089836664e+00 2.800230428392502802e-02 8.422562033979552609e-02 2.804281095068741791e+00 2.587588418682098990e+00 -4.046461916856043395e+00
1.169206890892194595e-01 -1.746212891159509839e-01 1.697253493641390221e-01 1.834986079709963747e-01 -1.337901404638079939e-01 5.545338342408405730e-01 8.230486871596495724e-02 2.279253198502750877e-03 9.190816112710820107e-02 8.704003103754667237e-01 1.059067914388630349e+00 -8.343512926996137224e-01 5.764256709453041694e-01 2.073577696089836664e+00 2.800230428392502802e-02 8.422562033979552609e-02 2.804281095068741791e+00 2.587588418682098990e+00 -4.046461916856043395e+00
1.183955798279846261e-01 -1.711811740484093791e-01 1.800000403098549473e-01 1.627588763583676101e-01 -8.537851416904018720e-02 5.245008799653696485e-01 8.286117435925305363e-02 -9.993284383065219600e-01 -3.511397147704542476e-02 9.169484161304719549e-02 7.209889838413534591e-01 -1.316450960982261442e+00 -3.509005245850058685e-01 1.648265852762735406e+00 9.672719664677309481e-02 -1.287442040412374755e+00 2.825734602480459046e+00 8.301826237955687304e-01 -2.705071921896300857e+00
1.183955798279846261e-01 -1.711811740484093791e-01 1.800000403098549473e-01 1.627588763583676101e-01 -8.537851416904018720e-02 5.245008799653696485e-01 8.286117435925305363e-02 -9.993284383065219600e-01 -3.511397147704542476e-02 9.169484161304719549e-02 7.209889838413534591e-01 -1.316450960982261442e+00 -3.509005245850058685e-01 1.648265852762735406e+00 9.672719664677309481e-02 -1.287442040412374755e+00 2.825734602480459046e+00 8.301826237955687304e-01 -2.705071921896300857e+00
1.135056857890131277e-01 -1.745164327406100169e-01 1.718266132956760561e-01 1.873227073160453893e-01 -5.247997663923320566e-02 4.969912584324895910e-01 8.466439933892926095e-02 3.364861918284827169e-01 -8.144691975036169040e-01 1.120793830955331138e+00 7.241153739234746922e-01 -1.182405282736310959e+00 1.544996876576743006e-01 2.382254556177604954e+00 -7.979995426016257554e-01 6.309973872910248360e-01 1.490096802071212423e+00 2.856960803745449695e+00 -3.486725085190427009e+00
1.228336452737764095e-01 -1.810542864540857222e-01 1.789960528032936427e-01 1.538587746123266653e-01 -1.230043679331094264e-01 3.951071800204317697e-01 8.475914679193213841e-02 -2.780135783510262470e-01 -1.598931735809738797e-01 1.045867846910919496e-01 1.292508471074790499e+00 -2.128163917869037025e+00 9.321887307011822443e-01 1.145644246656277510e+00 -1.596254454216365914e-01 -3.934863530700214440e-01 2.054883716696631168e+00 2.441953195641838548e+00 -2.894554061687654833e+00
1.228336452737764095e-01 -1.810542864540857222e-01 1.789960528032936427e-01 1.538587746123266653e-01 -1.230043679331094264e-01 3.951071800204317697e-01 8.475914679193213841e-02 -2.780135783510262470e-01 -1.598931735809738797e-01 1.045867846910919496e-01 1.292508471074790499e+00 -2.128163917869037025e+00 9.321887307011822443e-01 1.145644246656277510e+00 -1.596254454216365914e-01 -3.934863530700214440e-01 2.054883716696631168e+00 2.441953195641838548e+00 -2.894554061687654833e+00
1.308546385841750370e-01 -1.894529890834428243e-01 1.846134072481118993e-01 1.520584065994371459e-01 -1.931243178251449422e-01 5.020470285563316537e-01 9.324383752674979264e-02 8.780290798403616037e-01 -6.675144731573601220e-01 1.702562896261206049e+00 9.268304409697458723e-01 -7.495231287903925121e-01 4.020108719863504376e-01 2.467314371399097261e+00 1.767194224678885206e-01 2.792292836187639793e-01 2.175134508653848719e+00 2.763659776817944724e+00 -4.395261051556706100e+00
1.308546385841750370e-01 -1.894529890834428243e-01 1.846134072481118993e-01 1.520584065994371459e-01 -1.931243178251449422e-01 5.020470285563316537e-01 9.324383752674979264e-02 8.780290798403616037e-01 -6.675144731573601220e-01 1.702562896261206049e+00 9.268304409697458723e-01 -7.495231287903925121e-01 4.020108719863504376e-01 2.467314371399097261e+00 1.767194224678885206e-01 2.792292836187639793e-01 2.175134508653848719e+00 2.763659776817944724e+00 -4.395261051556706100e+00
1.150835069241457898e-01 -1.521876388398428204e-01 1.762004276807897785e-01 1.763651891905000380e-01 -1.789625755457403544e-01 5.256821355510119531e-01 9.026677322589415908e-02 8.858394041536605812e-01 -2.039582344984847140e-02 1.049968044395259703e+00 2.067058739643679033e+00 -1.552991255635143286e+00 9.564130035049345224e-01 2.704832988430098339e+00 1.770658470953145880e-01 9.844144123780651512e-02 2.832087587616570978e+00 2.167771222719061086e+00 -4.835412491263459067e+00
1.150835069241457898e-01 -1.521876388398428204e-01 1.762004276807897785e-01 1.763651891905000380e-01 -1.789625755457403544e-01 5.256821355510119531e-01 9.026677322589415908e-02 8.858394041536605812e-01 -2.039582344984847140e-02 1.049968044395259703e+00 2.067058739643679033e+00 -1.552991255635143286e+00 9.564130035049345224e-01 2.704832988430098339e+00 1.770658470953145880e-01 9.844144123780651512e-02 2.832087587616570978e+00 2.167771222719061086e+00 -4.835412491263459067e+00
1.151360236990542074e-01 -1.667108514339121772e-01 1.776265529266646548e-01 1.658185323848254678e-01 -3.042514071827351341e-02 5.244306862444538808e-01 8.354865070584061026e-02 3.166837650645994984e-01 -9.939174620453750109e-01 5.664312772277941832e-01 8.642109850463679521e-01 -1.829025584858841924e+00 2.667896859666534226e-01 1.445229586229260121e+00 -4.100643259888157033e-01 -1.565825425827886974e-01 2.460546659528930036e+00 1.561666146110960440e+00 -2.817310547281106192e+00
1.193565665725642710e-01 -1.794460611175457410e-01 1.764621537263090789e-01 1.709991631913638788e-01 -5.040506334378724862e-02 4.865590658889402675e-01 8.554246421705428982e-02 1.493031820903793161e+00 -1.161345135607766643e+00 1.392595647962404648e+00 1.091833333177390841e+00 -1.019588175207766234e+00 5.999647827558041158e-01 1.720792160419820860e+00 6.709443634221292641e-01 -3.327761071155368455e-01 2.334077003115066162e+00 3.097470892458956016e+00 -4.032897592646165208e+00
1.230180626708061165e-01 -1.909287303513820255e-01 1.801139829036655926e-01 1.627093704803527219e-01 -1.594091020447994111e-01 4.408255626184081066e-01 8.429576083966865141e-02 3.637737735406068040e-01 -1.073767910550446736e+00 5.765743187244858348e-01 4.694564969683998612e-01 -1.513685161623228748e+00 1.101460031179772869e-01 1.315825684149782404e+00 1.498257308700869928e-01 -1.474165083593867109e+00 2.648816827748497360e+00 1.924238945683718782e+00 -2.554743802939313913e+00
1.184408596427682370e-01 -1.839933413398276985e-01 1.786944564998895202e-01 1.493906660884634086e-01 -9.326353758921723802e-02 4.832085446342473389e-01 9.082246276168315369e-02 -3.442137972504077936e-02 -3.405104413359119064e-01 4.505476769696201700e-01 1.280986143769280439e+00 -2.002394979632415417e+00 5.267491515991391537e-01 2.036038525499503926e+00 -4.298301383277305376e-01 -3.303106544603542361e-01 1.458963355463913203e+00 3.111444192575733680e+00 -3.170453634113273633e+00
1.184408596427682370e-01 -1.839933413398276985e-01 1.786944564998895202e-01 1.493906660884634086e-01 -9.326353758921723802e-02 4.832085446342473389e-01 9.082246276168315369e-02 -3.442137972504077936e-02 -3.405104413359119064e-01 4.505476769696201700e-01 1.280986143769280439e+00 -2.002394979632415417e+00 5.267491515991391537e-01 2.036038525499503926e+00 -4.298301383277305376e-01 -3.303106544603542361e-01 1.458963355463913203e+00 3.111444192575733680e+00 -3.170453634113273633e+00
1.198604192749010977e-01 -1.750470569709612345e-01 1.738337348674446614e-01 1.627506869709843818e-01 -7.993720878098065086e-02 4.895837650019427834e-01 8.486676663240760865e-02 -9.444164587546701739e-01 -3.378481975553544459e-01 4.729460622426540084e-01 3.473353114482620185e-01 -1.270387504195578998e+00 -1.370701509284311115e-01 1.808927058047390624e+00 -7.581031976762133695e-01 2.111913526772628558e-01 7.454750230263220701e-01 3.419431259013110846e+00 -2.595755665733050499e+00
1.182660183923144592e-01 -1.791070988565053312e-01 1.768048328439574268e-01 1.613749878716752573e-01 -1.769746873992547043e-01 5.173379755562250715e-01 7.935428949411998945e-02 -5.768158707993089607e-01 -3.201522267095544549e-01 -7.060341234890179507e-01 1.282400654017576080e+00 -2.418357119370911246e+00 -9.833259938750860130e-02 1.443213121195928039e+00 -7.987763122044402309e-01 -2.867349554825446845e-01 1.903212286966341260e+00 1.131964057514126765e+00 -2.096440601262300696e+00
1.157963484618934613e-01 -1.813217691251435282e-01 1.764070122416674657e-01 1.571488848278267403e-01 -1.507483523018731120e-01 5.072472917266357406e-01 8.782883558153249670e-02 -4.936204855106396394e-02 -1.201097061436240399e+00 5.101762605432398345e-01 4.089174037271448015e-01 -2.070886466693963701e+00 3.407197592143287324e-01 8.164471463378202287e-01 -8.210807380268736466e-02 -8.905493828069248607e-01 1.698945860467576452e+00 1.389212379752041926e+00 -2.177245888435727750e+00
1.157963484618934613e-01 -1.813217691251435282e-01 1.764070122416674657e-01 1.571488848278267403e-01 -1.507483523018731120e-01 5.072472917266357406e-01 8.782883558153249670e-02 -4.936204855106396394e-02 -1.201097061436240399e+00 5.101762605432398345e-01 4.089174037271448015e-01 -2.070886466693963701e+00 3.407197592143287324e-01 8.164471463378202287e-01 -8.210807380268736466e-02 -8.905493828069248607e-01 1.698945860467576452e+00 1.389212379752041926e+00 -2.177245888435727750e+00
1.237010313333536948e-01 -1.732452439409611356e-01 1.798152145360305820e-01 1.679985010069601215e-01 -1.443619986517379328e-01 5.034667987719041449e-01 8.349808249756617007e-02 -2.217429630413478847e-01 -1.512688103829153974e+00 9.333093058447916590e-01 1.460079017676054747e-01 -1.997540363337274805e+00 2.035514676604597284e-01 1.158678218149318262e+00 -3.581977191176290987e-01 -1.009641415327884317e+00 2.467268220657471645e+00 5.451740806055624944e-01 -2.076806974856863608e+00
1.237010313333536948e-01 -1.732452439409611356e-01 1.798152145360305820e-01 1.679985010069601215e-01 -1.443619986517379328e-01 5.034667987719041449e-01 8.349808249756617007e-02 -2.217429630413478847e-01 -1.512688103829153974e+00 9.333093058447916590e-01 1.460079017676054747e-01 -1.997540363337274805e+00 2.035514676604597284e-01 1.158678218149318262e+00 -3.581977191176290987e-01 -1.009641415327884317e+00 2.467268220657471645e+00 5.451740806055624944e-01 -2.076806974856863608e+00
1.132801919700400506e-01 -1.809214463588300070e-01 1.757551352062299843e-01 1.686450691517836775e-01 -8.469203574812267377e-02 4.510679469571483580e-01 8.986960150263034741e-02 5.513891726629882584e-01 -1.875192118694825716e+00 1.245003425973010280e+00 1.422838848996219596e-01 -1.390666488935900169e+00 -3.357970453963146085e-01 1.492356172289653671e+00 -1.854328321028484439e-01 -7.084816952937913470e-01 9.361524008073098813e-01 2.973152985186259478e+00 -2.410390315564837849e+00
1.132801919700400506e-01 -1.809214463588300070e-01 1.757551352062299843e-01 1.686450691517836775e-01 -8.469203574812267377e-02 4.510679469571483580e-01 8.986960150263034741e-02 5.513891726629882584e-01 -1.875192118694825716e+00 1.245003425973010280e+00 1.422838848996219596e-01 -1.390666488935900169e+00 -3.357970453963146085e-01 1.492356172289653671e+00 -1.854328321028484439e-01 -7.084816952937913470e-01 9.361524008073098813e-01 2.973152985186259478e+00 -2.410390315564837849e+00
1.197640674584619369e-01 -1.755027604767619431e-01 1.733999306277794750e-01 1.706034773267242066e-01 -1.148969287504311154e-01 6.046378775302070352e-01 8.020185440436093660e-02 7.151552213236751498e-01 -1.010269813252505422e+00 1.025930186173775738e+00 8.330319383957522916e-01 -1.448687342217866103e+00 7.659068788964962238e-01 1.520724449650083798e+00 -1.856489447402696058e-01 -1.750698339288083716e-01 2.805743855203965964e+00 1.318527094131041189e+00 -3.358582762088508034e+00
1.197640674584619369e-01 -1.755027604767619431e-01 1.733999306277794750e-01 1.706034773267242066e-01 -1.148969287504311154e-01 6.046378775302070352e-01 8.020185440436093660e-02 7.151552213236751498e-01 -1.010269813252505422e+00 1.025930186173775738e+00 8.330319383957522916e-01 -1.448687342217866103e+00 7.659068788964962238e-01 1.520724449650083798e+00 -1.856489447402696058e-01 -1.750698339288083716e-01 2.805743855203965964e+00 1.318527094131041189e+00 -3.358582762088508034e+00
1.214320755612359193e-01 -1.794430124364526646e-01 1.788509145495640607e-01 1.497689835821871540e-01 -1.590445355017801043e-01 5.724866788014142394e-01 8.835233531619848812e-02 -4.453847553360770206e-01 -6.411316843176511071e-01 2.179120503412796950e-01 5.230407993512944387e-01 -1.513929444087810161e+00 -4.181340953396741611e-01 1.691783178688952560e+00 -4.686351064067997285e-01 -8.129948277142204915e-01 1.887830871232992536e+00 9.221785664493982182e-01 -2.280864762708365134e+00
1.214320755612359193e-01 -1.794430124364526646e-01 1.788509145495640607e-01 1.497689835821871540e-01 -1.590445355017801043e-01 5.724866788014142394e-01 8.835233531619848812e-02 -4.453847553360770206e-01 -6.411316843176511071e-01 2.179120503412796950e-01 5.230407993512944387e-01 -1.513929444087810161e+00 -4.181340953396741611e-01 1.691783178688952560e+00 -4.686351064067997285e-01 -8.129948277142204915e-01 1.887830871232992536e+00 9.221785664493982182e-01 -2.280864762708365134e+00
1.199081929500433741e-01 -1.959988788658842962e-01 1.767143068928082039e-01 1.470037828335956087e-01 -1.165660641175990664e-01 4.309432224155940183e-01 9.023809874427562994e-02 3.412583851645543120e-01 -8.297616164693337737e-01 9.944488958816846136e-01 6.915627183573960224e-01 -1.106775595938671142e+00 1.556177488775576379e-01 1.937014807034076469e+00 -4.052880418372346583e-01 -3.129630740926625521e-02 1.403558361352184924e+00 2.669499283069653117e+00 -3.287970088040399030e+00
1.154332502728328547e-01 -1.660172671912519271e-01 1.802238189709637894e-01 1.563474747000117571e-01 -1.794464845894824245e-01 4.720665105709596077e-01 7.979115833533588498e-02 -9.167733611511650338e-01 -1.575445191152624602e-02 -4.025015528016107069e-01 1.041889961679416388e+00 -1.729906790696541741e+00 -2.208292062020449364e-01 1.640908927550940533e+00 -5.609509764010454091e-01 -3.992232857287163483e-01 1.946665851047145068e+00 1.137479714525167829e+00 -2.416352569174399889e+00
1.154332502728328547e-01 -1.660172671912519271e-01 1.802238189709637894e-01 1.563474747000117571e-01 -1.794464845894824245e-01 4.720665105709596077e-01 7.979115833533588498e-02 -9.167733611511650338e-01 -1.575445191152624602e-02 -4.025015528016107069e-01 1.041889961679416388e+00 -1.729906790696541741e+00 -2.208292062020449364e-01 1.640908927550940533e+00 -5.609509764010454091e-01 -3.992232857287163483e-01 1.946665851047145068e+00 1.137479714525167829e+00 -2.416352569174399889e+00
1.149599818705047960e-01 -1.522973937240754694e-01 1.775785206868055188e-01 1.503655247319793942e-01 -1.147561821467328880e-01 5.119961282180147677e-01 8.695866192321087540e-02 1.475828575848359137e-01 2.800325246540724677e-01 7.075026849264141049e-01 1.724340211768888409e+00 -1.303275570569483399e+00 8.974156876042140851e-01 1.888900532404949040e+00 7.989874431773502650e-01 -6.041421962635231679e-01 2.850155517585768905e+00 2.790957970710130631e+00 -4.354958626338003569e+00
1.149599818705047960e-01 -1.522973937240754694e-01 1.775785206868055188e-01 1.503655247319793942e-01 -1.147561821467328880e-01 5.119961282180147677e-01 8.695866192321087540e-02 1.475828575848359137e-01 2.800325246540724677e-01 7.075026849264141049e-01 1.724340211768888409e+00 -1.303275570569483399e+00 8.974156876042140851e-01 1.888900532404949040e+00 7.989874431773502650e-01 -6.041421962635231679e-01 2.850155517585768905e+00 2.790957970710130631e+00 -4.354958626338003569e+00
1.217133685099019702e-01 -1.693052939112233424e-01 1.766467835491826732e-01 1.717552941641992126e-01 -1.148510279424735936e-01 5.877266044314657378e-01 8.882390923445655784e-02 4.310481282556732907e-01 -5.143079273733919266e-01 1.047598223794069305e+00 1.069848632494590390e+00 -1.059333421578747547e+00 1.328164120235753032e-01 2.380262798803763680e+00 1.208111638731699244e-01 -2.562041240891410609e-01 2.054818253909451720e+00 1.742848145787451841e+00 -3.883262184836440145e+00
1.217133685099019702e-01 -1.693052939112233424e-01 1.766467835491826732e-01 1.717552941641992126e-01 -1.148510279424735936e-01 5.877266044314657378e-01 8.882390923445655784e-02 4.310481282556732907e-01 -5.143079273733919266e-01 1.047598223794069305e+00 1.069848632494590390e+00 -1.059333421578747547e+00 1.328164120235753032e-01 2.380262798803763680e+00 1.208111638731699244e-01 -2.562041240891410609e-01 2.054818253909451720e+00 1.742848145787451841e+00 -3.883262184836440145e+00
1.193480362848644005e-01 -1.768683185702369931e-01 1.762516926102926929e-01 1.626528895403449582e-01 -1.097240500095537641e-01 4.234473281125397115e-01 9.079463815816297967e-02 -1.114811324493025779e-02 -2.649060012088817473e-01 4.607875341062461771e-01 1.559893240980443352e+00 -1.760901752276859522e+00 4.230961240523427591e-01 1.717802666848649018e+00 2.115436485191946048e-01 -5.218032388874629390e-01 1.688620830890896762e+00 3.175207043994454637e+00 -3.452510901876329363e+00
