# offset offset_z sigma_0 sigma_z logc Blambda corr_len A_0 A_1 A_2 A_3 A_4 A_5 A_6 A_7 A_8 A_9 A_10 A_inf
1.231704261600622408e-01 -1.652110691729848924e-01 1.828753283501704796e-01 1.413642246871960051e-01 -1.106480090535137961e-01 4.937791889917813037e-01 8.169175816168237902e-02 2.762231673516870600e-01 -2.601038641236552706e-01 1.349025990724172175e+00 6.552975440234156679e-01 -6.812068848827763645e-01 3.504181705674938030e-01 2.172486154912311562e+00 8.012082415966226279e-02 5.002686564312854856e-01 2.133105862997473956e+00 2.418130350398404182e+00 -3.992735991666049866e+00
1.129647516223326320e-01 -1.680286452008208919e-01 1.741139459393581668e-01 1.785055430435438240e-01 -1.292940387457398588e-01 4.885740891325256463e-01 8.554887744869134336e-02 -5.356455367331234285e-01 -4.144972431692641734e-01 3.199180453729333351e-01 6.493632295524456310e-01 -1.951496144499990315e+00 3.291470942106577979e-01 1.666212651541889578e+00 -9.396134195220620100e-01 1.632884557783871315e-01 1.258238723501438727e+00 1.317592270039234847e+00 -2.595910165527023583e+00
1.216006680819307351e-01 -1.875280639190168297e-01 1.730787934986533494e-01 1.534255785853019249e-01 -1.534137908620943902e-01 5.072282707418458436e-01 7.911752648569586599e-02 5.526107407853508846e-01 -1.091134933844966071e-01 1.010745904993144428e+00 1.128233205735708289e+00 -7.222643927624181615e-01 1.131491365347709888e-01 2.607505730270883504e+00 -2.870246445821678094e-01 7.137962108569384512e-01 2.412392925777156805e+00 2.394468974534794903e+00 -4.119261385486487015e+00
1.299531660915541065e-01 -2.050779991356326271e-01 1.853991584363506306e-01 1.395871896684978131e-01 -1.506174957612530507e-01 5.229601122542897329e-01 8.190497348381280129e-02 -4.860784267097066902e-01 -4.230535884996928786e-01 4.457933269388316688e-01 4.712005507706660268e-01 -1.448565161742783935e+00 1.964177654667054185e-01 1.051670088934465674e+00 4.323105721109996580e-01 -1.431051117487498914e+00 3.384082375977188306e+00 -3.206207151785811504e-02 -2.588282562170182377e+00
1.337586219807018195e-01 -2.050039846723388792e-01 1.820952806384276701e-01 1.409674487292774669e-01 -1.689241811233676005e-01 4.602367564436820047e-01 8.681913699610552260e-02 9.193496154089793038e-01 -2.087713190485913639e+00 1.063105998203481839e+00 2.636923885358299913e-01 -1.596486696367944713e+00 -3.374101514401477431e-01 1.588685568031405815e+00 -5.563089713475077858e-01 -6.551152728171318884e-01 1.727608086266391396e+00 2.050405757792351125e+00 -2.176513473573596702e+00
1.176567240117328550e-01 -1.862181228028060853e-01 1.801644823740003731e-01 1.754491469336817433e-01 -1.421839606635240116e-01 5.050220202971691386e-01 8.943879854116990047e-02 1.587037416141932056e-01 4.762458212284883530e-01 5.529997082985378398e-01 2.117706686832487861e+00 -1.876521789717953137e+00 1.467210113847614572e+00 1.977006555486259032e+00 3.636117323740357676e-01 -2.544398388892297191e-01 2.870582375395054342e+00 2.464814937984442622e+00 -4.450009163300980397e+00
1.228683285129769098e-01 -2.007646096702428995e-01 1.819342360651525492e-01 1.726772647572291097e-01 -1.674052108761407975e-01 5.526202688956183273e-01 9.207337581861810283e-02 -9.885998397220898681e-01 -6.823234027848510408e-01 1.051771018892157628e+00 1.513384755444153740e-01 -1.323845340721744535e+00 -3.462200235563699380e-01 1.690166435434573344e+00 -2.383530001228262307e-01 -7.936336036890576651e-01 1.053512616898519383e+00 3.079282769105306627e+00 -2.594814602077248900e+00
1.304058482966338472e-01 -2.212033667211567578e-01 1.865192435677556215e-01 1.506308672180932673e-01 -8.802715202912869685e-02 4.642153641874111614e-01 9.475930646420643866e-02 2.033758457870513681e-01 -3.731096297818412566e-01 1.531236004862243760e+00 8.644497140722373629e-01 -7.925262554898173661e-01 3.508308695867015103e-01 2.170907935643016096e+00 4.365643781655936806e-01 -5.158896471472242951e-01 2.088398640246440507e+00 3.201751194331261985e+00 -4.185521846028645854e+00
1.241046485118992293e-01 -2.132304987360625348e-01 1.769305770041098291e-01 1.540869385790123447e-01 -1.726291367570892410e-01 5.727810701605400290e-01 8.475155660816016678e-02 1.275298527723595754e+00 -8.699470823988120216e-01 1.101589774173563185e+00 1.519805890000098358e+00 -1.574067199325019484e+00 5.339004492473993224e-01 2.502656532735628048e+00 -1.433747547057775407e-01 -4.989976777926159457e-01 2.436847935377606689e+00 2.810669726953797465e+00 -3.988074273070598252e+00
1.183116764099123586e-01 -1.645795934304797314e-01 1.737172471850376432e-01 1.570842495958357787e-01 -1.248725923023800144e-01 5.701706493418678967e-01 8.330357059211848658e-02 -6.059392309257471965e-02 6.371390278141664254e-01 8.918342252663720160e-01 1.566106058443402560e+00 -9.193052833489527842e-01 1.068702062782225681e+00 1.875908730161518712e+00 1.003577226594489780e+00 -9.181795946257498287e-02 2.651755063688731262e+00 3.702997855954887285e+00 -4.617893209480270045e+00
1.194943325425610048e-01 -1.572075862057180085e-01 1.788385611665309349e-01 1.692686738126699675e-01 -1.044831296410561050e-01 4.887754377077713208e-01 9.218087969732102760e-02 7.856921111660053469e-02 -3.407757049974948771e-01 1.043030758056218588e+00 8.313715478940153503e-01 -8.706942910599408947e-01 6.964736282608718909e-02 2.540567650258090282e+00 -3.539859640630895754e-01 1.278230554795296570e-01 1.227425273539087591e+00 2.730809842262010179e+00 -3.747880753877507409e+00
1.130817276845989539e-01 -1.821250462391930114e-01 1.743543610377633335e-01 1.503994210125190190e-01 -6.073354952535248152e-02 5.589980667511547097e-01 8.665310625866484706e-02 -1.501945684831365035e+00 9.768746772401559753e-02 2.006971206422729637e-01 4.598418560846670999e-01 -1.382954587850085737e+00 -1.140063279161918075e-02 1.264004079471400033e+00 -7.447837594362027858e-02 -8.835131853954640846e-01 1.075794344594576124e+00 3.453983410899509110e+00 -2.513885352102742665e+00
1.105374488877186867e-01 -1.879020477787395338e-01 1.768088226277053088e-01 1.652484315106789170e-01 -1.350961944790217695e-01 6.356749388705869031e-01 8.378750641646197372e-02 1.102330968069066941e+00 -2.949021278157868409e-01 1.262539997341383113e+00 1.785681170341405277e+00 -1.537991765091097918e+00 9.221497281989554651e-01 2.495502195172260684e+00 1.744045027272296267e-01 -5.083067297153665010e-02 2.833837151161844758e+00 2.600018807315606750e+00 -4.709577806993907600e+00
1.198487406783197429e-01 -1.806837103770349562e-01 1.792244470567286030e-01 1.519328881597155068e-01 -3.358493917511928828e-02 5.536415998645525249e-01 8.266082911529383515e-02 -1.351859982486214307e-02 5.156420869822211372e-01 1.052391595504824195e+00 1.481366986307328659e+00 -8.056599317286607942e-01 4.355655253374397518e-01 2.746112506082486249e+00 -2.892562978209252122e-01 5.776274613335363739e-01 3.289660511199706150e+00 2.258479573734319068e+00 -4.554873988053418365e+00
1.230889829406619784e-01 -2.049234691412442633e-01 1.803101597934682887e-01 1.365147807496860377e-01 -1.125117141320173264e-01 6.655726854427470585e-01 8.350527335381130456e-02 -1.544718814915846394e-01 -7.057688611865486905e-02 5.762778490837519030e-01 1.440445896802877712e+00 -1.744273751225652092e+00 6.913248762943720038e-01 1.768586985392468947e+00 -2.614801920482090480e-02 -1.760138790621299520e-01 2.507328533879338295e+00 2.247902785689528393e+00 -3.573623521431048999e+00
1.157236936083838319e-01 -1.860422965441689280e-01 1.816205941731174611e-01 1.458596655156835231e-01 -1.631158211179530859e-01 4.921622039472275389e-01 8.083122202214360064e-02 9.600581554430220876e-02 -4.424508999071168347e-01 8.167793581257543067e-01 1.056974323838163698e+00 -1.023129253598574984e+00 4.390731225901145507e-02 2.183328549529049312e+00 -2.596513898591350511e-01 4.690706196082086166e-01 1.756024891999256710e+00 2.770092619559450853e+00 -3.588620771221842976e+00
1.158107932547484953e-01 -1.952343263622868252e-01 1.712122082904411202e-01 1.779499378346834915e-01 -1.426638134823182691e-01 5.647488167585725805e-01 9.026473301730045251e-02 -2.701418125902499412e-01 4.282955236318830572e-02 8.891702114783495148e-01 1.383738814579741572e+00 -1.391141347705221243e+00 1.617403330039559606e-01 2.749189457570651030e+00 -6.481092921939435314e-01 4.900128633762843577e-01 1.914787226144652799e+00 2.400628288687265410e+00 -4.010849050815731509e+00
1.185108696001699324e-01 -1.781921803127539672e-01 1.767206218698297582e-01 1.644628818729400033e-01 -6.920958046021308263e-02 5.294871524695210496e-01 9.079797401146919023e-02 -4.569207460287003641e-01 -6.101268659464160748e-01 9.863590762611051943e-01 3.068625268872304801e-01 -1.027227115420017434e+00 1.569936001727745278e-01 1.432445997030238338e+00 1.585015190999712331e-01 -3.589529220392160269e-01 1.072244557395476861e+00 4.075322377759125203e+00 -3.026765121327397612e+00
1.124232647829703502e-01 -1.764347421303656405e-01 1.745654708388179877e-01 1.732812233223314236e-01 -4.098019253822215990e-02 5.301468251330301307e-01 9.145652894283123890e-02 -5.530023571430495721e-01 4.900237462618539652e-01 1.284951149535721981e+00 7.800669314968882162e-01 -6.628645098196246366e-01 4.268854521270890601e-01 2.558782389927691803e+00 -1.795436096688165506e-01 -1.450079812378044508e-01 2.776346323932409099e+00 2.818737468279516989e+00 -4.359136798559750225e+00
1.181354362829628579e-01 -1.626288565717393664e-01 1.738852166068727834e-01 1.867171575864892130e-01 -1.191942144142372761e-01 4.585358039357876336e-01 8.278185112425900938e-02 -9.958491805126454821e-01 8.104459214892845154e-01 -2.339286588701492420e-01 1.640617511943721851e+00 -1.959914706698166587e+00 8.526624319101721028e-01 1.569184825399187133e+00 -9.476159875005940592e-03 -2.451931564231371041e-01 2.919464209954860223e+00 6.116193687142210678e-01 -3.370723250805508719e+00
1.205660158189923170e-01 -1.975859058814388725e-01 1.807121243798671950e-01 1.580569042616639663e-01 -2.147226398451603790e-01 4.881579194331933103e-01 8.785895422969108859e-02 1.494467818447668961e+00 -4.652982751014498319e-01 1.628375988807587049e+00 1.804418057254624230e+00 -1.374726198591321058e+00 1.540280217852572520e+00 1.902673287048928685e+00 1.084269423796150100e+00 -4.136178104792431753e-01 2.910757515877062218e+00 2.453246926569492281e+00 -4.988021006678091673e+00
1.185292384873952443e-01 -1.883760569875737034e-01 1.773228139723862506e-01 1.697768083444113341e-01 -1.546297007067566343e-01 5.712941217239473346e-01 9.453787234079545632e-02 -7.413854988978370031e-01 -6.656912506387504536e-01 1.306494930257766640e-01 4.656867158792987738e-01 -1.612627594616122373e+00 -6.819846455531415330e-01 1.458546988840696557e+00 -2.597542660697502725e-01 -8.308433381862565525e-01 6.948638363150037023e-01 2.581963422423929622e+00 -2.005959868881593167e+00
1.083803598601463525e-01 -1.536110633779261825e-01 1.752359381533738769e-01 1.596405706282715276e-01 -1.571923836110478145e-01 5.564160599582761435e-01 8.412355877229032997e-02 1.650924876818969267e+00 -1.434847137560545605e+00 2.272582437780724440e+00 3.601925643906200847e-01 -4.443003233650957284e-01 3.976216818686726384e-01 2.383340284130524012e+00 2.129176191461183976e-01 -1.790116771685337227e-01 3.122307290759220422e+00 2.749095632024749492e+00 -4.328696622095276503e+00
1.202034007983741604e-01 -1.822378637789581757e-01 1.789570012135574262e-01 1.706809839951048957e-01 -2.043892826908723093e-01 6.034971652814848930e-01 8.301404932712558304e-02 5.763785538661148067e-01 -1.225619889605656265e+00 8.342356493999307787e-01 4.893033689499928229e-01 -1.574469624506582566e+00 1.092419676177485144e-01 1.703707449570930343e+00 -8.101861214578578441e-01 2.414258128366864042e-01 2.090754214516920229e+00 1.086919550410088142e+00 -2.712607199253475265e+00
1.202205057416816103e-01 -1.747634689741935365e-01 1.792258135417622855e-01 1.447615017474093158e-01 -1.386525649544180228e-01 5.934382003021996255e-01 9.219767005008799865e-02 6.212970583628969479e-01 -9.908203871952139252e-01 1.419189444047146864e+00 1.204184089628805410e+00 -1.696623424271831659e+00 7.674475620395062592e-01 2.090601876461207986e+00 -4.963652863036989160e-01 2.454353910763114044e-01 1.667468561823133300e+00 2.666548187407640214e+00 -3.870169908425141969e+00
1.265406051818712962e-01 -2.024432809775077446e-01 1.781654836212285264e-01 1.602087431580950794e-01 -1.915977046493997360e-01 5.419252055462986384e-01 8.778372554206986811e-02 -3.719153209574823649e-01 -1.013649679201158893e+00 3.908354150831989671e-01 1.819272606705091277e-01 -1.144654192740576448e+00 -5.024022251267448169e-01 1.529055905754820088e+00 -8.002068029011759620e-01 -6.748147934474681975e-01 2.064443489359599759e+00 1.312168809122836954e+00 -2.101712482545156746e+00
1.174230787259060160e-01 -1.761157679100534001e-01 1.761544381502870016e-01 1.545092323405523604e-01 -1.047398150362954805e-02 6.548762488816950444e-01 8.699798115235549134e-02 8.215035184614443153e-01 -1.988342958074822420e+00 1.227441071770170034e+00 7.076726944976261535e-01 -1.975840338538461083e+00 3.758258814757917676e-01 1.589887178484502783e+00 -6.745338473854021188e-01 -9.007147354355016233e-02 1.423962505609105200e+00 2.801420327252182041e+00 -2.794011843782396642e+00
1.105205016348479730e-01 -1.540376524715338369e-01 1.724474333021647765e-01 1.686161138494024492e-01 -1.347854875138679853e-01 5.692448179556603982e-01 8.509159930289948714e-02 5.107619290159153280e-01 -1.868685182432028302e+00 8.746777624699149101e-01 5.476135580140075731e-01 -1.731539650088087523e+00 -2.000315094578670738e-01 1.678674322833305865e+00 -2.955130581293534675e-01 -8.937482139519854485e-01 2.194377374545261716e+00 1.850040096958654345e+00 -2.473665230831561868e+00
1.231571755528237111e-01 -2.074873892571906797e-01 1.838631884738448075e-01 1.540487309152173134e-01 -1.797790540145622895e-01 4.876438614017217787e-01 8.780890297703913827e-02 5.043294168769030250e-02 -4.750156294285154956e-01 6.580686806422004764e-01 1.329981834877380642e+00 -1.946445137255286006e+00 5.668023453021096003e-01 1.847864111960229927e+00 -8.309519331182020352e-01 6.630657721858153053e-01 1.578320175651235502e+00 2.066908537729535311e+00 -3.268696818034985796e+00
1.187084862112337269e-01 -1.868779093588550100e-01 1.748433174068262097e-01 1.622428205482852048e-01 -1.485479436943273335e-01 5.009465206398266979e-01 9.539167575157150858e-02 4.144939919425372210e-01 -9.775360750606489901e-01 9.330170134276531968e-01 1.267913184078648392e+00 -1.801777157488520409e+00 4.618402999328807823e-03 2.211533575735127322e+00 2.033650174590651005e-01 -1.521070761925449766e+00 2.590840127149951044e+00 3.071041964865052876e+00 -3.355630812522230944e+00
1.325377623493598223e-01 -2.026447344911321835e-01 1.842757868729077431e-01 1.594141484783995200e-01 -1.584422454506813072e-01 4.835819129342557865e-01 8.489430113956342172e-02 3.323558888272177825e-01 -2.891785073383577043e-01 6.296590200553442429e-01 1.514557200984908647e+00 -1.777798126139902291e+00 4.009153448285740495e-01 2.328202059436259574e+00 -2.019233377405047491e-01 -4.373945618832095761e-01 3.684437066723980081e+00 4.393987636545650943e-01 -3.576857582394913138e+00
1.247722950395440400e-01 -1.787266917726219595e-01 1.760179195361892823e-01 1.698595332150723003e-01 -1.595908264383860686e-02 5.648734974686884236e-01 9.308240076078819203e-02 -1.583140593301416210e+00 -4.614872962673262080e-01 8.340600797070729655e-01 1.730180862894092897e-01 -1.797443161879423101e+00 3.638017606424703843e-02 1.600791546050180258e+00 -6.236326625758428222e-01 -6.399347772410033386e-01 1.067354037503157826e+00 2.813979665001551389e+00 -2.251681943540566166e+00
1.150297369727318331e-01 -1.518348020119902886e-01 1.736758593197409717e-01 1.773221401076804371e-01 -1.170676640437381399e-01 5.363805104885077668e-01 8.315455843882879616e-02 -1.254637782039374372e+00 -2.485657059076604725e-01 -7.877775593740654614e-02 8.945753822400073219e-01 -2.506983926515633510e+00 3.950957500395819721e-01 1.213052698950269459e+00 -8.838599753278746363e-01 9.247397615078334354e-02 1.216644652205095767e+00 1.974572027475320901e+00 -2.268588929625156680e+00
1.179029929418742295e-01 -1.783046216871553846e-01 1.752058277624256311e-01 1.662302990447482864e-01 -1.716600257699266718e-01 5.099847519682150221e-01 8.382700395941661276e-02 -2.156902352807072987e-01 1.117468303413757802e+00 3.408439769146385245e-01 1.928341982303494184e+00 -1.010602595797520653e+00 9.453313061881498669e-01 1.996779782559965355e+00 5.799921567287080748e-01 9.146016514736032832e-01 1.819992847492787114e+00 3.084450624504027516e+00 -4.661897727313994544e+00
1.129990125542705559e-01 -1.548829463574213916e-01 1.717070326109558231e-01 1.791434829721786359e-01 -8.195066973413112077e-02 4.903119463722243054e-01 9.014261511503368629e-02 -6.224693153462492745e-01 -6.810406189257633969e-02 1.401909908257582771e+00 5.034843570912093114e-01 -8.945946633831010075e-01 2.922322872762883605e-01 2.382244427069926118e+00 -6.728021806609811861e-01 3.312289272158563946e-01 2.871484527204875015e+00 1.676324516165380807e+00 -3.875418855020495545e+00
1.280526636590063605e-01 -2.053634080142567875e-01 1.811350302473212770e-01 1.474268900723024744e-01 -2.115720890963834755e-01 4.761501334909477023e-01 8.271532205466274046e-02 3.640311132277194162e-01 -1.239764244739057553e+00 1.052089300575782538e+00 1.606049579398867166e-01 -1.149632021399171755e+00 -3.310720120516696952e-01 1.938672007998429869e+00 -3.689040851974736412e-01 -8.410157392020121137e-01 2.653604346797266089e+00 2.495654466131602689e-01 -2.673594529650792584e+00
1.241401773783758211e-01 -1.642701200670360628e-01 1.818748002971398436e-01 1.498823269250119106e-01 -1.487407189188838519e-01 4.779600144404536621e-01 8.694453348328362585e-02 1.531529191151665081e+00 -1.084958204069753407e+00 2.330722505064766636e+00 5.673077338005931836e-01 -2.041226736333676683e-01 6.522359921942877392e-01 2.351012057819167111e+00 4.764243410715485183e-01 1.899397647815845858e-01 3.201053483179608250e+00 1.736152189457240702e+00 -4.747019230821666547e+00
1.166370654403694196e-01 -1.828201603991795876e-01 1.751431977825903541e-01 1.726066819076145231e-01 -7.332054580345426231e-02 5.061899602622732530e-01 7.860510677128554335e-02 1.354561607216830943e+00 -7.150574950501908944e-01 1.167014724182305230e+00 8.127199621986482825e-01 -4.800161311289610211e-01 4.571833605012241009e-01 1.724514068757314611e+00 8.866866894132527932e-01 -9.573336521039950142e-01 3.745472552349204065e+00 1.333756353097603764e+00 -3.961026743565339459e+00
1.161405721522448808e-01 -1.679003399575003663e-01 1.787474956599011122e-01 1.698375763666386540e-01 -2.567779407686184845e-01 3.748126398567608319e-01 9.049430920604888129e-02 -4.160571022704839805e-01 -8.282333425367669477e-01 1.372620151016928247e+00 4.664323818349913608e-03 -9.188827579969744974e-01 -5.049019296905932208e-02 1.737389829862689972e+00 -2.772233556265408794e-01 -1.297195361900822519e-01 1.765688587228353867e+00 1.834190935484469875e+00 -3.014890315377968033e+00
1.147132839898100665e-01 -1.511996672894035387e-01 1.750758283851544528e-01 1.716192820424808918e-01 -8.054130044243767994e-02 4.880907851052502799e-01 8.183174348532240572e-02 5.017976255902407701e-01 -9.187990866014157376e-01 9.922768741265262094e-01 2.766755088628851666e-01 -7.929050077786516937e-01 -2.021888352883500772e-01 2.148887607359382557e+00 -3.249865874190103199e-01 -3.783571102041811685e-01 2.158886869123231911e+00 2.116096279636122901e+00 -3.177547113154881586e+00
1.226699985564196627e-01 -1.797137630989855128e-01 1.803814885962571890e-01 1.598118544921145467e-01 -1.067843152641825277e-01 5.639859461331995227e-01 7.827994415245505266e-02 1.361328022131580440e-02 -1.172753201380480892e+00 5.805243369982022728e-01 4.928253296417084428e-01 -2.279396097258871823e+00 3.523975754695864993e-01 1.111727288381172407e+00 -6.481652360163963067e-01 1.642691421067157265e-01 1.570467976448139957e+00 1.846003318395673887e+00 -2.318856236681685168e+00
1.208484343016366924e-01 -2.057611554523071651e-01 1.757698784217215093e-01 1.626736701034255939e-01 -2.459690492204780199e-02 5.530227384239521093e-01 8.319610855932002558e-02 3.377906387926010723e-02 -4.022841897138338396e-01 2.424528906559011432e-01 1.338707496771118777e+00 -2.121655132378082342e+00 1.090356742460669714e+00 6.400952553901371189e-01 1.066560197943379862e+00 -1.698991677985770554e+00 2.459427262189372243e+00 2.797384990761175416e+00 -3.082973835249780858e+00
1.205037649925607690e-01 -1.807295992440645649e-01 1.728649004501285613e-01 1.760590194182117818e-01 -2.071086491456369805e-01 4.810086724128832536e-01 9.085425754601603177e-02 3.048722520032187688e-01 -1.155003688307117748e+00 1.476027276756699536e+00 4.801922157664986202e-01 -1.283805327904845583e+00 4.318833659814460546e-01 1.925720716713135161e+00 -6.893078660406271041e-01 2.553955047881366625e-01 2.323687940685807085e+00 1.941080074176340098e+00 -3.344329633901246268e+00
1.238867087667457068e-01 -1.708155171313498477e-01 1.806410334275420637e-01 1.464550253593153162e-01 -1.245655617563438122e-01 5.766796908038931413e-01 9.216487054853808591e-02 4.269913970376322254e-01 1.225829929378718930e-02 1.295748151177743779e+00 1.589942369506448294e+00 -1.000337571459408714e+00 5.719462809532780412e-01 2.683467234349744324e+00 3.502882270203606652e-01 -1.949725034922700218e-02 2.165625744223258486e+00 3.153491664963434360e+00 -4.696887931222774704e+00
1.232108786696274605e-01 -1.806116304387354599e-01 1.757234605524468640e-01 1.707000743903548390e-01 -1.336491269852104757e-01 4.678456357025493340e-01 9.144766853818750429e-02 -7.964207630597321952e-01 -7.715625034086119882e-01 7.444121354024630932e-01 9.544714304121626469e-04 -1.616701249676590901e+00 2.206487538029549000e-01 1.132967044366932186e+00 -4.893593215445815048e-01 -6.229750512981873101e-01 2.146249943320956532e+00 8.179581696673441371e-01 -2.268777551886765664e+00
1.250664309012919639e-01 -2.039804612793681415e-01 1.817552700256052367e-01 1.530643742793148521e-01 -1.704560101990053589e-01 6.243969176169401614e-01 8.587991213912649080e-02 -8.939282637921515118e-01 -5.004543889622068420e-01 1.254692769078253889e-01 4.391284096960115235e-01 -1.529578996001992319e+00 -4.445056139489542701e-01 1.344487147668900207e+00 2.790208031543262024e-02 -2.167691068148110300e+00 3.238463059536362820e+00 1.061285601123334033e+00 -2.145141079759812719e+00
1.224521031143821492e-01 -2.083493846493540413e-01 1.798375196487189687e-01 1.519963056678609314e-01 -5.396538036199549637e-02 4.044936844145849975e-01 8.670835171222204818e-02 8.846431433795940436e-01 -1.675919212527352542e-01 1.284805269771435832e+00 1.045277863854241929e+00 -5.680174415042840153e-01 3.513067158851770344e-01 2.153977366650047465e+00 6.901315517321755522e-01 -2.585312524744152185e-01 1.965884323519386356e+00 3.785766590893544503e+00 -4.385681404965119157e+00
1.171860659545918559e-01 -1.538002772026457743e-01 1.766208312229337607e-01 1.783326797592592605e-01 -6.116552275357212132e-02 6.250048206586287236e-01 8.369207211563582660e-02 5.924486243523592321e-01 6.391492354649219720e-02 1.264775287258677494e+00 1.265610557528789926e+00 -8.976214873536960681e-01 7.067040703013729441e-01 2.417414940876145835e+00 3.525489401615411467e-01 3.420118288992677336e-01 1.755277031218693828e+00 3.463649353669783437e+00 -4.591983368887923689e+00
1.108534887287241089e-01 -1.698628372094208028e-01 1.704453769843784217e-01 1.837884719290735491e-01 -1.730087859261764116e-03 6.653840350445814344e-01 8.839661548220489884e-02 3.689093462837291781e-01 -1.043309073452620250e+00 1.558632710146536482e+00 4.995707062190435366e-01 -1.192619775822756356e+00 6.442818864016865987e-01 1.484629005805532032e+00 3.772800216985130461e-01 -5.134791423052256221e-01 2.018822871814003328e+00 2.856231627608437407e+00 -3.628999972776339344e+00
1.303727305322117946e-01 -1.824395291006738473e-01 1.815568254410588611e-01 1.404369825827489482e-01 -1.996833763714556120e-01 5.194388200611763651e-01 8.169535207401411314e-02 1.560917170756739303e+00 -2.778698031239219546e-01 1.499978592972846414e+00 1.490342918784952175e+00 -5.982982041218836144e-01 1.012155998801568479e+00 2.221485437511388383e+00 6.166649069771521496e-01 7.610421218085949846e-01 2.577211817864654364e+00 2.858196549609866466e+00 -4.892093513521007075e+00
1.076127334504400068e-01 -1.632529813409621111e-01 1.718834557821333486e-01 1.703990377878192852e-01 -6.478565499425559260e-02 6.064214558388343335e-01 8.332366414912956154e-02 -3.473145182257688646e-01 -1.351875523274030932e+00 2.110450961218779398e-01 8.880704452096699342e-01 -2.597910497963523468e+00 5.655560647767288174e-03 1.103700163404791823e+00 -2.447560987686365763e-01 -1.458064532174480732e+00 2.583129544531042932e+00 1.158347697963410639e+00 -2.017789087291279149e+00
1.287950867036780911e-01 -2.196669919115079028e-01 1.826232748325779809e-01 1.479700788422599889e-01 -1.567208481699370326e-01 5.916893555131137461e-01 8.362742618524152127e-02 1.756489821745122804e+00 -5.922244925234663171e-01 2.071154760565057096e+00 9.970303223669851889e-01 -2.865793278299779701e-01 7.923229009160461800e-01 2.629779058627388366e+00 6.356517406520598712e-01 -4.508144605584796238e-02 3.223288336816665378e+00 3.127696903900098135e+00 -4.989179821669257109e+00
1.104356082623170476e-01 -1.705110339999388325e-01 1.754817756753241087e-01 1.912660910328817243e-01 -1.177732998994897029e-01 6.844318554581851899e-01 8.663937848388680862e-02 8.662860582170672785e-02 1.162819664973904210e-01 9.481649862938130724e-01 1.216597496598856409e+00 -9.660426046473045147e-01 3.847308149070816086e-01 2.196745515615087463e+00 3.590250912020822582e-01 -2.842790013662765958e-01 2.649786982820718784e+00 2.343601035133286992e+00 -4.295710598415908521e+00
1.194525860904830650e-01 -1.696478905335021548e-01 1.724580926926974900e-01 1.680108818238550406e-01 -4.057640685616170639e-02 6.055065369735053160e-01 8.405946238921853386e-02 2.101759902286520543e+00 -9.998136054198871747e-01 2.065926088288313700e+00 9.021334708232764399e-01 -1.453380772256913644e-01 3.546248605255684083e-01 2.750476409996203131e+00 1.962261363409014692e-01 3.875462068813160244e-01 3.032813372703701660e+00 3.105269678323431037e+00 -4.917456793893457245e+00
1.174504856700882560e-01 -1.701564544975847637e-01 1.789742189123759708e-01 1.682069928948118909e-01 -1.513858401031041856e-01 5.899177066004153147e-01 8.475081746398502314e-02 1.324846770810641061e+00 -1.548810734786179477e+00 1.675194947009734925e+00 5.954909501348293333e-01 -1.137198297428239968e+00 2.729814769655378726e-01 2.358127825035994718e+00 -8.105541719966122827e-01 9.751844282095873950e-01 1.538324253842054290e+00 3.294568007861196079e+00 -3.615872210935290987e+00
1.171081194622069777e-01 -1.922859047511417119e-01 1.782234853311325251e-01 1.459058133573990501e-01 -1.461479866805593941e-01 4.996736943516717488e-01 8.255203486415232939e-02 7.078981920991971322e-01 -2.907617486173297294e-01 1.777846996337948404e+00 9.138041377051200342e-01 -2.381488203551720417e-01 2.513860412308686065e-01 2.720262582449200828e+00 5.486749135525004206e-01 -2.170363109883242103e-01 2.852103037873310321e+00 2.816150734994081972e+00 -4.645856054381935607e+00
1.285182256069827555e-01 -1.794714344002056317e-01 1.843639789879909230e-01 1.339873758600672593e-01 -7.987477639316875599e-02 5.962123062638435833e-01 8.254425139486272489e-02 -6.665933263655610119e-03 -1.375027116910870095e+00 8.133144351666841132e-01 1.579130214012334221e-01 -1.581470433740594039e+00 -1.978487675653486377e-01 1.526344950627455788e+00 -3.510197147383511407e-01 -5.835046278725961599e-01 1.447514669188518788e+00 1.746073022442343969e+00 -2.248266670843683368e+00
1.092541793751799772e-01 -1.611366951865650377e-01 1.758221180508082460e-01 1.749885917046697381e-01 -2.146818297265469244e-01 5.302408433490737316e-01 8.811800524655100109e-02 3.617173619346489843e-01 -5.179445964145488190e-01 9.848625211499406618e-01 1.698536042091467024e+00 -2.011382816928466433e+00 8.947087152318911052e-01 2.076413447894152497e+00 7.837504319145871534e-02 -2.972997923537645804e-01 2.705793609478599038e+00 1.767647033586245975e+00 -4.032288749637999103e+00
1.135284514599617378e-01 -1.574119645904880627e-01 1.726352723689710544e-01 1.734425883330172891e-01 -2.131420237181208543e-01 5.744885675962869698e-01 8.424903962767925358e-02 1.109223091216007262e-01 3.832646122927680921e-01 6.365249822743219710e-01 1.570578084390099605e+00 -7.526053652087529855e-01 1.425464122344566320e-01 2.567390287991095477e+00 3.871594607969637281e-01 -3.755468371952845885e-01 3.310915255294506920e+00 1.980111154795991979e+00 -4.356968495806954778e+00
