# alpha_SZ_0 SZ_comp0_0 SZ_comp1_0 kappa_SPT alpha_opt_0 opt_comp0_0 opt_comp1_0 alpha_SZ_z alpha_SZ_lam SZ_comp0_z SZ_comp0_lam SZ_comp1_z SZ_comp1_lam alpha_opt_z alpha_opt_lam opt_comp0_z opt_comp0_lam opt_comp1_z opt_comp1_lam alpha_X_0 alpha_X_z alpha_X_lam X_comp0_0 X_comp0_z X_comp0_lam X_comp1_0 X_comp1_z X_comp1_lam
8.8793e-01 8.4978e-04 1.2276e-01 7.3505e-01 8.9063e-01 1.9035e-02 1.3189e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0660e-01 9.9892e-03 1.0447e-01 6.0718e-01 9.0773e-01 5.2405e-03 1.2687e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0808e-01 7.3553e-03 1.0113e-01 7.6549e-01 9.3294e-01 1.0158e-02 1.0513e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8470e-01 1.9849e-04 1.4815e-01 9.0455e-01 9.3856e-01 1.4019e-02 1.7781e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2192e-01 7.8610e-03 9.5233e-02 1.0249e+00 8.8988e-01 8.1822e-03 1.4188e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9547e-01 3.7708e-03 7.4621e-02 9.9285e-01 9.2279e-01 9.7010e-03 1.2964e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.9309e-01 1.4278e-02 3.9841e-03 8.0210e-01 8.2470e-01 1.6011e-02 1.2170e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8331e-01 1.5545e-02 2.0351e-02 8.2712e-01 8.6097e-01 1.0278e-03 1.5861e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2853e-01 5.9796e-03 1.3005e-01 8.7812e-01 7.7212e-01 8.5427e-03 7.7776e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0133e-01 8.8774e-03 1.5002e-01 7.3481e-01 7.4839e-01 5.8520e-03 8.3430e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8623e-01 6.0891e-03 1.1274e-01 1.0463e+00 9.3331e-01 9.1378e-03 1.0499e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0859e-01 9.5430e-03 1.2811e-01 7.8201e-01 9.2222e-01 1.8709e-02 1.4222e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7378e-01 7.0400e-03 1.7286e-01 9.8437e-01 7.5671e-01 8.7720e-04 5.1101e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8781e-01 4.9275e-03 1.4481e-01 9.8587e-01 8.2998e-01 1.3036e-02 2.9644e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1516e-01 1.6698e-02 1.2447e-01 9.9617e-01 9.5170e-01 7.5479e-03 6.5504e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.1906e-01 2.2848e-03 4.2614e-02 7.6434e-01 8.2889e-01 5.9887e-03 1.4686e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.5353e-01 7.0893e-03 1.5932e-01 1.0854e+00 8.6999e-01 1.1138e-02 9.2736e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4145e-01 3.6527e-03 1.3955e-01 1.0230e+00 8.2303e-01 1.0914e-02 8.0533e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8487e-01 8.1993e-03 5.4626e-02 6.9626e-01 8.0881e-01 7.9353e-03 1.2469e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2949e-01 7.0888e-03 2.2062e-02 8.1506e-01 8.6169e-01 1.4592e-03 1.4288e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5678e-01 1.3528e-02 1.3529e-01 6.6946e-01 8.4470e-01 2.6978e-03 4.1914e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0129e-01 2.3330e-03 1.2413e-01 6.9801e-01 6.9848e-01 1.5871e-03 5.1224e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5689e-01 7.9089e-03 1.2634e-01 1.1476e+00 8.3711e-01 8.7178e-03 3.2650e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0359e-01 5.1952e-03 1.2266e-01 7.4059e-01 9.7625e-01 1.9336e-02 1.0683e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0359e-01 5.1952e-03 1.2266e-01 7.4059e-01 9.7625e-01 1.9336e-02 1.0683e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6612e-01 1.0134e-02 1.4648e-01 9.2170e-01 8.0422e-01 6.8910e-03 1.5007e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5770e-01 5.7165e-03 1.5967e-01 9.7843e-01 6.2487e-01 6.2974e-03 3.0786e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0091e-01 1.9112e-02 1.2124e-01 8.9074e-01 9.3297e-01 1.0080e-02 1.2217e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.4639e-01 8.9652e-03 5.8222e-03 7.5732e-01 7.5395e-01 1.2054e-02 1.1036e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5991e-01 8.9453e-03 2.9783e-02 8.4741e-01 8.2974e-01 1.5927e-02 1.3799e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2042e-01 2.0709e-04 8.7106e-02 1.0877e+00 9.1598e-01 4.1386e-03 1.7102e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5771e-01 1.2520e-02 1.2474e-01 8.8801e-01 9.3146e-01 1.6599e-02 1.0873e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9528e-01 1.3304e-02 1.2201e-01 9.1258e-01 9.6669e-01 2.1000e-03 1.7537e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1311e-01 9.6639e-03 9.1299e-02 1.1337e+00 9.5423e-01 5.3321e-03 1.5059e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2974e-01 9.2109e-03 1.3627e-01 6.9488e-01 8.6547e-01 1.4028e-02 1.2561e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1628e-01 1.3139e-04 1.2929e-01 8.7561e-01 7.8475e-01 8.6146e-03 1.1454e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2738e-01 2.0303e-03 1.6392e-01 8.6987e-01 7.6526e-01 3.3405e-03 4.6568e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4732e-01 1.1270e-02 5.3610e-02 8.1717e-01 8.5060e-01 5.0371e-03 1.2186e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5492e-01 6.6211e-03 1.5536e-01 7.8611e-01 9.5366e-01 6.6942e-03 7.6941e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9627e-01 2.0773e-03 1.5060e-01 8.0797e-01 9.8189e-01 7.9429e-03 1.3268e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0887e-01 7.3415e-03 1.4027e-01 8.9630e-01 9.6101e-01 5.3941e-03 1.4231e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.2333e-01 1.6831e-03 1.2924e-01 7.1948e-01 9.2206e-01 1.4680e-03 2.8079e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1153e-01 1.2417e-03 1.5873e-01 8.2473e-01 9.4701e-01 8.1851e-03 5.2715e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.8749e-01 1.5200e-02 7.2939e-02 1.0692e+00 8.7281e-01 5.2330e-03 1.4801e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7034e-01 4.8068e-04 1.4840e-01 9.7878e-01 9.7423e-01 2.0607e-02 8.2664e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.5398e-01 1.7212e-02 1.2030e-01 1.0767e+00 8.4065e-01 1.4037e-03 1.3032e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6360e-01 8.9740e-03 1.5092e-01 1.0061e+00 7.4469e-01 1.6067e-03 9.7350e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1300e-01 1.9470e-03 1.5169e-01 7.2097e-01 9.4870e-01 3.7511e-03 8.3135e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8866e-01 3.5398e-03 1.4649e-01 8.2653e-01 9.5196e-01 1.5210e-02 1.3639e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2472e-01 1.3136e-02 1.1188e-01 1.0684e+00 8.6075e-01 1.4911e-04 1.5322e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6208e-01 9.9026e-03 1.3550e-01 7.9205e-01 5.3954e-01 1.6665e-03 3.5532e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.2921e-01 8.9168e-03 6.9703e-03 8.9934e-01 8.3324e-01 1.8167e-02 1.1711e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4611e-01 7.5536e-03 5.1356e-02 6.2945e-01 8.1091e-01 5.3717e-03 1.2124e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4392e-01 8.2568e-03 1.3020e-01 9.2386e-01 6.0522e-01 4.4561e-03 3.8208e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4392e-01 8.2568e-03 1.3020e-01 9.2386e-01 6.0522e-01 4.4561e-03 3.8208e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.9776e-01 1.5329e-02 8.9315e-02 7.2067e-01 9.0926e-01 5.2724e-03 1.4685e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3903e-01 3.4387e-03 1.3109e-02 7.7947e-01 7.3626e-01 1.3474e-02 1.1371e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.4659e-01 3.1527e-03 2.3342e-02 6.7443e-01 7.5622e-01 3.3106e-03 1.1925e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5624e-01 6.3872e-03 1.2339e-01 8.5457e-01 9.8132e-01 1.0158e-02 9.9246e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5269e-01 1.5920e-02 8.9088e-02 6.8176e-01 9.1159e-01 2.3999e-04 1.6789e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3701e-01 8.2677e-03 1.0977e-01 1.1730e+00 9.8104e-01 6.5607e-03 2.0030e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6275e-01 5.4969e-03 1.2623e-01 1.2080e+00 9.7969e-01 5.4203e-03 1.9002e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7735e-01 4.2079e-04 1.7499e-01 7.6604e-01 8.4221e-01 1.3127e-02 1.3274e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1038e-01 3.7636e-03 1.4244e-01 1.0529e+00 8.2422e-01 1.3208e-02 2.1731e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.7307e-01 1.2509e-03 1.0602e-01 7.3846e-01 9.7975e-01 7.0535e-03 2.3604e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.7307e-01 1.2509e-03 1.0602e-01 7.3846e-01 9.7975e-01 7.0535e-03 2.3604e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6961e-01 9.9249e-03 1.4565e-02 9.8736e-01 8.2388e-01 1.2470e-02 1.4429e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3278e-01 3.4481e-03 1.3612e-01 7.4304e-01 9.8200e-01 4.0580e-03 3.9822e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6300e-01 8.9546e-03 8.5204e-02 1.0283e+00 8.6536e-01 1.5401e-02 1.4570e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7516e-01 1.2411e-03 1.4225e-01 7.9517e-01 8.0765e-01 1.3415e-02 8.2945e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9606e-01 4.9193e-03 9.0781e-02 6.0378e-01 9.3151e-01 8.9500e-03 1.5356e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8821e-01 1.9988e-03 1.2645e-01 1.2339e+00 9.3263e-01 9.0614e-03 1.2427e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0438e-01 8.8434e-03 1.4577e-01 9.0277e-01 9.1170e-01 5.9320e-03 1.4974e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3761e-01 8.8892e-03 1.3412e-01 8.6838e-01 7.7680e-01 1.0603e-02 8.5254e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8783e-01 3.4042e-04 4.2461e-02 8.1328e-01 8.4198e-01 1.8093e-02 1.2909e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9082e-01 5.4469e-03 3.2008e-01 8.3687e-01 7.7158e-01 4.2771e-03 1.0714e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8270e-01 2.7789e-03 1.1131e-01 8.2327e-01 9.3452e-01 1.9051e-02 1.2745e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3985e-01 9.1287e-03 1.4338e-01 1.1660e+00 8.5616e-01 9.9921e-03 1.0908e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2430e-01 9.6652e-03 1.2031e-01 9.2190e-01 8.4938e-01 7.2546e-03 1.4692e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1660e-01 9.4484e-03 4.5661e-02 5.7324e-01 8.4125e-01 8.2025e-03 1.3131e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1660e-01 9.4484e-03 4.5661e-02 5.7324e-01 8.4125e-01 8.2025e-03 1.3131e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4868e-01 8.1944e-04 1.3705e-01 5.9997e-01 7.8662e-01 1.2315e-03 1.2053e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2183e-01 3.1588e-05 1.7282e-01 1.1377e+00 7.7126e-01 6.7156e-03 6.9573e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6752e-01 1.7285e-03 7.5506e-02 1.1466e+00 8.5195e-01 3.1906e-03 1.2032e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3438e-01 7.8656e-03 2.7730e-02 9.9013e-01 8.6377e-01 9.5921e-03 1.2400e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3438e-01 7.8656e-03 2.7730e-02 9.9013e-01 8.6377e-01 9.5921e-03 1.2400e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0304e-01 1.2164e-02 1.3104e-01 1.1111e+00 9.2970e-01 4.1217e-03 8.9500e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1172e-01 1.6942e-05 1.1669e-01 9.0895e-01 9.9978e-01 2.1416e-03 3.6946e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.6660e-01 4.2246e-03 1.1034e-01 1.0319e+00 9.6883e-01 2.5094e-03 2.2841e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1681e-01 4.2399e-03 9.5938e-02 8.8367e-01 9.7134e-01 4.8528e-03 2.1065e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
