# alpha_SZ_0 SZ_comp0_0 SZ_comp1_0 kappa_SPT alpha_opt_0 opt_comp0_0 opt_comp1_0 alpha_SZ_z alpha_SZ_lam SZ_comp0_z SZ_comp0_lam SZ_comp1_z SZ_comp1_lam alpha_opt_z alpha_opt_lam opt_comp0_z opt_comp0_lam opt_comp1_z opt_comp1_lam alpha_X_0 alpha_X_z alpha_X_lam X_comp0_0 X_comp0_z X_comp0_lam X_comp1_0 X_comp1_z X_comp1_lam
8.0423e-01 1.2825e-02 1.2847e-01 8.4395e-01 9.0693e-01 9.9350e-03 1.1545e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0423e-01 1.2825e-02 1.2847e-01 8.4395e-01 9.0693e-01 9.9350e-03 1.1545e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8675e-01 4.4882e-03 1.3492e-01 1.1214e+00 8.8510e-01 5.1235e-03 1.1852e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8675e-01 4.4882e-03 1.3492e-01 1.1214e+00 8.8510e-01 5.1235e-03 1.1852e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.0266e-01 9.1695e-03 6.8206e-04 1.0366e+00 8.2128e-01 6.1239e-05 1.5041e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.0266e-01 9.1695e-03 6.8206e-04 1.0366e+00 8.2128e-01 6.1239e-05 1.5041e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.6167e-01 9.5860e-03 8.0278e-03 9.8061e-01 8.4115e-01 8.2196e-03 1.2974e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9536e-01 6.5673e-03 1.1062e-01 9.2287e-01 7.8400e-01 3.6589e-03 1.1278e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2776e-01 1.2374e-02 1.3121e-01 7.3658e-01 7.9408e-01 1.1372e-03 4.7338e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3448e-01 5.8269e-03 1.5311e-01 9.3921e-01 9.5540e-01 4.1793e-03 7.0605e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9971e-01 5.3416e-03 1.1812e-01 9.3713e-01 9.8235e-01 1.2825e-02 2.0342e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9971e-01 5.3416e-03 1.1812e-01 9.3713e-01 9.8235e-01 1.2825e-02 2.0342e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.3689e-01 3.1763e-03 1.1484e-02 8.7297e-01 8.2985e-01 1.3527e-02 1.3045e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.3689e-01 3.1763e-03 1.1484e-02 8.7297e-01 8.2985e-01 1.3527e-02 1.3045e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2572e-01 3.4197e-03 1.3003e-01 8.4305e-01 8.5851e-01 1.2170e-02 6.0325e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2572e-01 3.4197e-03 1.3003e-01 8.4305e-01 8.5851e-01 1.2170e-02 6.0325e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9948e-01 9.6276e-03 1.1543e-01 7.5474e-01 7.7695e-01 2.8640e-03 1.2003e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.7935e-01 2.9248e-03 1.3897e-01 8.9712e-01 7.2359e-01 3.6919e-03 2.2013e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8224e-01 7.5470e-03 1.1624e-01 9.7897e-01 8.9845e-01 7.7920e-03 3.0702e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7844e-01 5.4972e-04 1.5516e-01 1.0932e+00 9.3495e-01 4.4945e-03 5.6857e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.2866e-01 6.5790e-03 4.1144e-02 7.0505e-01 8.4209e-01 3.1254e-03 1.3314e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4653e-01 8.6140e-03 1.2946e-01 1.0478e+00 9.3764e-01 9.9376e-03 1.0650e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3232e-01 3.3055e-03 1.7087e-01 7.5170e-01 7.7189e-01 3.8058e-03 9.6586e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.8595e-01 1.2224e-03 6.3515e-02 1.1458e+00 7.8502e-01 4.3228e-03 1.2326e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6475e-01 7.2102e-03 3.0913e-02 9.0079e-01 8.2209e-01 1.4512e-02 1.1723e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.4874e-01 2.1214e-03 1.1930e-01 9.2223e-01 9.6376e-01 8.9556e-03 1.7425e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5292e-01 1.5820e-03 1.3664e-01 1.2060e+00 9.3401e-01 1.2114e-03 8.3062e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5292e-01 1.5820e-03 1.3664e-01 1.2060e+00 9.3401e-01 1.2114e-03 8.3062e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1166e-01 5.5893e-03 5.9111e-02 7.5860e-01 7.7692e-01 5.1978e-03 1.3121e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7903e-01 5.3529e-03 1.6764e-01 8.7984e-01 7.7549e-01 3.5893e-03 5.5628e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4250e-01 4.0282e-03 1.4136e-01 9.2127e-01 7.8775e-01 1.3640e-02 2.6026e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8598e-01 1.4061e-03 1.1476e-01 8.7530e-01 9.5357e-01 3.2347e-03 1.9085e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3135e-01 8.1263e-03 1.6619e-01 8.2192e-01 8.2154e-01 2.2313e-03 8.4422e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3135e-01 8.1263e-03 1.6619e-01 8.2192e-01 8.2154e-01 2.2313e-03 8.4422e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8657e-01 6.4483e-03 1.4565e-02 1.1048e+00 8.1795e-01 6.3404e-03 1.2129e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8657e-01 6.4483e-03 1.4565e-02 1.1048e+00 8.1795e-01 6.3404e-03 1.2129e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0013e-01 8.1735e-04 1.4665e-01 9.4726e-01 9.7698e-01 5.1664e-03 1.0152e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0013e-01 8.1735e-04 1.4665e-01 9.4726e-01 9.7698e-01 5.1664e-03 1.0152e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.5534e-01 2.0923e-03 8.1814e-02 8.3031e-01 9.0414e-01 3.5628e-03 1.3658e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9097e-01 1.5236e-03 5.1115e-02 7.5527e-01 7.6067e-01 9.1911e-03 1.2413e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0383e-01 1.5912e-03 1.2380e-01 8.4091e-01 8.2412e-01 1.2797e-02 6.9941e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.7906e-01 4.9215e-03 1.2359e-01 7.1592e-01 9.8328e-01 1.0235e-02 5.6787e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1109e-01 4.2325e-03 1.3508e-01 8.9963e-01 9.8137e-01 1.5696e-02 8.4819e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1109e-01 4.2325e-03 1.3508e-01 8.9963e-01 9.8137e-01 1.5696e-02 8.4819e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2825e-01 1.3244e-02 3.2650e-02 8.2867e-01 8.3580e-01 7.0427e-03 1.3253e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0019e-01 7.5994e-03 1.1093e-01 1.0289e+00 9.8788e-01 7.9694e-03 1.4790e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0019e-01 7.5994e-03 1.1093e-01 1.0289e+00 9.8788e-01 7.9694e-03 1.4790e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2166e-01 5.8377e-03 1.2105e-01 9.3200e-01 8.7772e-01 1.1778e-02 2.6485e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5267e-01 1.8721e-04 1.6103e-01 1.0147e+00 9.5216e-01 7.1205e-03 6.2118e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5267e-01 1.8721e-04 1.6103e-01 1.0147e+00 9.5216e-01 7.1205e-03 6.2118e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7393e-01 2.2969e-03 1.6351e-01 1.0462e+00 8.6111e-01 6.9795e-03 1.3711e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7393e-01 2.2969e-03 1.6351e-01 1.0462e+00 8.6111e-01 6.9795e-03 1.3711e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1684e-01 9.5908e-03 7.1990e-03 9.6145e-01 8.0294e-01 9.6565e-03 1.3423e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2158e-01 1.8642e-03 4.7471e-02 9.4599e-01 8.1982e-01 1.4569e-02 1.1491e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9815e-01 6.6482e-03 6.7370e-02 1.0067e+00 8.3937e-01 1.2256e-02 1.3509e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9815e-01 6.6482e-03 6.7370e-02 1.0067e+00 8.3937e-01 1.2256e-02 1.3509e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2158e-01 8.9653e-03 1.4371e-01 7.1743e-01 8.2059e-01 2.4726e-03 1.0821e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7337e-01 9.4662e-03 1.6016e-01 8.2557e-01 8.3850e-01 8.5193e-03 1.2548e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7337e-01 9.4662e-03 1.6016e-01 8.2557e-01 8.3850e-01 8.5193e-03 1.2548e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.2018e-01 9.8884e-05 2.7762e-02 9.3963e-01 7.8318e-01 4.2637e-03 1.2869e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8531e-01 1.0010e-02 1.3177e-01 9.2528e-01 9.2763e-01 7.1404e-03 8.2865e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7512e-01 6.2248e-03 1.5631e-01 9.6787e-01 7.5680e-01 4.2792e-03 3.9227e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.5054e-01 2.9751e-03 1.3127e-01 9.0801e-01 9.8727e-01 7.2590e-04 6.9645e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.5054e-01 2.9751e-03 1.3127e-01 9.0801e-01 9.8727e-01 7.2590e-04 6.9645e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4403e-01 4.4375e-03 1.3325e-01 7.1327e-01 9.1702e-01 4.3370e-03 1.0520e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8720e-01 7.9567e-04 1.5511e-01 7.7393e-01 8.8402e-01 7.0179e-03 7.1328e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8720e-01 7.9567e-04 1.5511e-01 7.7393e-01 8.8402e-01 7.0179e-03 7.1328e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.3642e-01 3.8644e-03 2.6343e-02 8.9581e-01 8.2438e-01 6.1046e-03 1.4525e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4086e-01 3.7946e-03 1.6682e-01 1.0796e+00 8.3842e-01 7.3173e-03 8.6570e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5976e-01 6.8697e-03 1.3853e-01 7.8411e-01 8.7221e-01 1.5050e-03 4.6899e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3810e-01 8.8115e-03 1.1742e-01 1.0151e+00 9.0590e-01 2.6682e-03 1.1938e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9023e-01 9.7754e-03 1.1688e-01 8.0998e-01 9.5958e-01 1.0489e-02 4.8975e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1769e-01 2.5749e-04 1.9958e-02 8.6465e-01 7.8619e-01 1.2633e-02 1.1193e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0309e-01 1.3422e-03 1.3755e-01 7.8148e-01 9.7222e-01 1.4948e-02 5.5695e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3112e-01 1.4753e-02 1.1863e-01 8.8335e-01 8.8372e-01 2.6394e-03 3.4668e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0720e-01 1.2613e-02 2.5327e-02 8.1452e-01 8.1240e-01 8.9485e-03 1.2313e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3417e-01 8.7627e-03 1.7779e-02 9.9313e-01 8.4396e-01 1.0250e-02 1.2840e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3417e-01 8.7627e-03 1.7779e-02 9.9313e-01 8.4396e-01 1.0250e-02 1.2840e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7138e-01 4.5088e-03 9.4803e-02 1.0771e+00 8.9719e-01 9.0336e-03 1.2630e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3830e-01 6.8114e-03 1.6065e-01 9.3116e-01 8.4456e-01 1.2225e-02 1.0910e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3830e-01 6.8114e-03 1.6065e-01 9.3116e-01 8.4456e-01 1.2225e-02 1.0910e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5296e-01 4.6421e-04 1.6216e-01 8.4692e-01 7.1676e-01 3.9057e-03 4.3100e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5296e-01 4.6421e-04 1.6216e-01 8.4692e-01 7.1676e-01 3.9057e-03 4.3100e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0469e-01 1.1587e-02 9.9892e-02 7.4153e-01 8.5983e-01 6.3482e-04 1.4078e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1295e-01 5.9991e-03 1.2961e-01 1.1325e+00 9.9192e-01 8.3378e-03 3.1537e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1470e-01 2.1950e-03 1.5750e-01 1.0254e+00 8.7081e-01 9.6195e-03 7.0444e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5794e-01 1.2387e-02 1.3157e-01 8.0588e-01 9.3956e-01 8.9366e-03 8.0622e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.1219e-01 8.7630e-03 4.4010e-03 7.9291e-01 7.8344e-01 3.9293e-03 1.3531e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.1219e-01 8.7630e-03 4.4010e-03 7.9291e-01 7.8344e-01 3.9293e-03 1.3531e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7094e-01 4.9928e-03 7.7742e-03 7.8985e-01 7.7445e-01 9.3192e-03 1.1304e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
